input_name,normalized,slug,found,method,confidence,source_url,saved_path,variants_tried,error
tv3 backup,tv3 backup,tv3_backup,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/9b/1958-02-06_Vanguard_Fails_in_Second_Launching.ogv,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tv3_backup.png,tv3 backup,
tv3+,tv3+,tv3,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tv3.svg,,
tv3+ backup,tv3+ backup,tv3_backup,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tv3_backup.png,,
tv6,tv6,tv6,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/46/TV6_Logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tv6.svg,tv6,
tv2 nyhetskanalen,tv2 nyhetskanalen,tv2_nyhetskanalen,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/6/62/TV_2_Nyheter_Logo_2022.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tv2_nyhetskanalen.svg,tv2 nyhetskanalen,
tv2,tv2,tv2,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/f6/F29A8587_Tv2_618.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tv2.jpg,tv2,
tv2 backup,tv2 backup,tv2_backup,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/4d/Librem_5_Birch_main_board_schematics_v._0.9.7.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tv2_backup.png,tv2 backup,
tv2 livsstil,tv2 livsstil,tv2_livsstil,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/b/b2/TV_2_Livsstil_Logo_2015.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tv2_livsstil.svg,tv2 livsstil,
tv2 zebra,tv2 zebra,tv2_zebra,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/d/d8/TV_2_Zebra_Logo_2013.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tv2_zebra.svg,tv2 zebra,
tv2 sport,tv2,tv2,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tv2.jpg,,
tv2 sport backup,tv2 backup,tv2_backup,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tv2_backup.png,,
tv2 sport premium,tv2 premium,tv2_premium,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/a1/Sky_Perfect_TV_Premium_Service_Tuner.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tv2_premium.jpg,tv2 premium,
tv2 sport premium backup,tv2 premium backup,tv2_premium_backup,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/a/a1/Sky_Perfect_TV_Premium_Service_Tuner.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tv2_premium_backup.jpg,tv2 premium backup | tv2 premium,
tv norge,norge,norge,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/d/d6/SJ_Norge_El_18_with_Regiontog_on_Orkla_bridge.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\norge.jpg,norge,
fem,fem,fem,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/96/%22devi%22.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fem.jpg,fem,
vox,vox,vox,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\vox.svg,,
rex,rex,rex,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/ab/Palais_de_la_Decouverte_Tyrannosaurus_rex_p1050042.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\rex.jpg,rex,
eurosport no,eurosport no,eurosport_no,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/5/56/Eurosport_1994_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\eurosport_no.svg,eurosport no,
eurosport norge,eurosport norge,eurosport_norge,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/f0/OJ_C_202301015_of_2023_-_LV_Latvian.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\eurosport_norge.png,eurosport norge,
tv2 play | eliteserien | rosenborg vs molde,tv2 play eliteserien rosenborg vs molde,tv2_play_eliteserien_rosenborg_vs_molde,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/a/a3/TV2play_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tv2_play_eliteserien_rosenborg_vs_molde.png,tv2 play eliteserien rosenborg vs molde | tv2 play,
tv2 play | eliteserien | bodø / glimt vs kfum,tv2 play eliteserien bodø glimt vs kfum,tv2_play_eliteserien_bodø_glimt_vs_kfum,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/a/a3/TV2play_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tv2_play_eliteserien_bodø_glimt_vs_kfum.png,tv2 play eliteserien bodø glimt vs kfum | tv2 play,
tv2 play | eliteserien | brann vs bryne,tv2 play eliteserien brann vs bryne,tv2_play_eliteserien_brann_vs_bryne,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/a/a3/TV2play_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tv2_play_eliteserien_brann_vs_bryne.png,tv2 play eliteserien brann vs bryne | tv2 play,
tv2 play | eliteserien | haugesund vs fredrikstad,tv2 play eliteserien haugesund vs fredrikstad,tv2_play_eliteserien_haugesund_vs_fredrikstad,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/a/a3/TV2play_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tv2_play_eliteserien_haugesund_vs_fredrikstad.png,tv2 play eliteserien haugesund vs fredrikstad | tv2 play,
tv2 play | eliteserien | kristiansund vs vålerenga,tv2 play eliteserien kristiansund vs vålerenga,tv2_play_eliteserien_kristiansund_vs_vålerenga,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/a/a3/TV2play_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tv2_play_eliteserien_kristiansund_vs_vålerenga.png,tv2 play eliteserien kristiansund vs vålerenga | tv2 play,
tv2 play | eliteserien | sandefjord vs hamkam,tv2 play eliteserien s&efjord vs hamkam,tv2_play_eliteserien_s_efjord_vs_hamkam,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/a/a3/TV2play_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tv2_play_eliteserien_s_efjord_vs_hamkam.png,tv2 play eliteserien s&efjord vs hamkam | tv2 play,
tv2 play | eliteserien | sarpsborg vs strømsgodset,tv2 play eliteserien sarpsborg vs strømsgodset,tv2_play_eliteserien_sarpsborg_vs_strømsgodset,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/a/a3/TV2play_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tv2_play_eliteserien_sarpsborg_vs_strømsgodset.png,tv2 play eliteserien sarpsborg vs strømsgodset | tv2 play,
tv2 play | eliteserien | viking vs tromsø,tv2 play eliteserien viking vs tromsø,tv2_play_eliteserien_viking_vs_tromsø,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/a/a3/TV2play_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tv2_play_eliteserien_viking_vs_tromsø.png,tv2 play eliteserien viking vs tromsø | tv2 play,
tv2 play | obos-ligaen | lyn vs lillestrøm,tv2 play obos ligaen lyn vs lillestrøm,tv2_play_obos_ligaen_lyn_vs_lillestrøm,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/a/a3/TV2play_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tv2_play_obos_ligaen_lyn_vs_lillestrøm.png,tv2 play obos ligaen lyn vs lillestrøm | tv2 play,
tv2 play | obos-ligaen | moss vs stabæk,tv2 play obos ligaen moss vs stabæk,tv2_play_obos_ligaen_moss_vs_stabæk,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/a/a3/TV2play_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tv2_play_obos_ligaen_moss_vs_stabæk.png,tv2 play obos ligaen moss vs stabæk | tv2 play,
tv2 play,tv2 play,tv2_play,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/a3/TV2play_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tv2_play.png,tv2 play,
rikstoto,rikstoto,rikstoto,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/ae/B.B.S.Sugarlight_%26_Johan_Untersteiner.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\rikstoto.jpg,rikstoto,
matkanalen,matkanalen,matkanalen,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/0e/OJ_L_53_of_2023_-_SV_Swedish.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\matkanalen.png,matkanalen,
vgtv,vgtv,vgtv,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/9d/VGTV_Logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\vgtv.png,vgtv,
c more hits,c more hits,c_more_hits,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/a3/C_More_Hits_Logo_2022.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\c_more_hits.svg,c more hits,
v film premiere,v film premiere,v_film_premiere,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/2/28/Zwei_im_falschen_Film%3B_Premiere_D%C3%BCsseldorf_2018_a.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\v_film_premiere.jpg,v film premiere,
v film action,v film action,v_film_action,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/a2/Viasat_film_logo_2022.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\v_film_action.png,v film action,
v film hits,v film hits,v_film_hits,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/05/Hit_the_Saddle_FilmPoster.jpeg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\v_film_hits.jpeg,v film hits,
v film family,v film family,v_film_family,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/a2/Viasat_film_logo_2022.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\v_film_family.png,v film family,
v film series,v film series,v_film_series,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/10/Directors_and_Producers%2C_Harry_Potter_series_03.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\v_film_series.jpg,v film series,
dk motorvision tv,dk motorvision,dk_motorvision,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/a/a9/Rubjerg_Knude_Fyr%2C_Hj%C3%B8rring%2C_Denmark%2C_1807072231%2C_ako.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_motorvision.jpg,dk motorvision | dk,
dk sport live,dk,dk,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/a9/Rubjerg_Knude_Fyr%2C_Hj%C3%B8rring%2C_Denmark%2C_1807072231%2C_ako.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk.jpg,dk,
dk 'eren,dk 'eren,dk_eren,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c6/7-eren_Logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_eren.png,dk 'eren,
dk kanal,dk kanal,dk_kanal,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/d/d3/Kanal_5_%26_TV5_Logo_2024.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_kanal.svg,dk kanal,
dknal,dknal,dknal,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/0f/On_the_black_balsam_of_Peru_%28electronic_resource%29_%28IA_b21463050%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dknal.png,dknal,
dk dr1,dk dr1,dk_dr1,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/8/88/DR1_logo_2013.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_dr1.svg,dk dr1,
dk dr2,dk dr2,dk_dr2,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/f9/DR2_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_dr2.svg,dk dr2,
dk dr ramasjang,dk dr ramasjang,dk_dr_ramasjang,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/02/DR_Ramasjang_2017_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_dr_ramasjang.png,dk dr ramasjang,
dk tv2 news,dk tv2 news,dk_tv2_news,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/08/TV_2_News_Logo_2019.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_tv2_news.svg,dk tv2 news,
dk tv2,dk tv2,dk_tv2,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/5/5b/Samuel_Rachlin%2C_Danmark_TV2-Finans_moderator_vid_en_av_sessionerna_under_temamotet_i_Helsingfors_2004.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_tv2.jpg,dk tv2,
dk tv2 charlie,dk tv2 charlie,dk_tv2_charlie,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/e/ec/TV_2CharlieLogo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_tv2_charlie.png,dk tv2 charlie,
dk tv2 fri,dk tv2 fri,dk_tv2_fri,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/6/63/TV_2_Fri_Logo_2019.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_tv2_fri.svg,dk tv2 fri,
dk tv2 echo,dk tv2 echo,dk_tv2_echo,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/e/ed/Heterochronic_maturation_of_anatomical_plugs_for_protecting_the_airway_in_rorqual_whales_%28Balaenopteridae%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_tv2_echo.png,dk tv2 echo,
dk tv2 sport,dk tv2,dk_tv2,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_tv2.jpg,,
dk tv2 sport x,dk tv2 x,dk_tv2_x,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/fe/X-factor_%282006%29_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_tv2_x.png,dk tv2 x,
dk tv2 lorry,dk tv2 lorry,dk_tv2_lorry,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/ab/TV_2_Kosmopol_2023.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_tv2_lorry.svg,dk tv2 lorry,
dk tv2 østjylland,dk tv2 østjyll&,dk_tv2_østjyll,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/5/5b/Samuel_Rachlin%2C_Danmark_TV2-Finans_moderator_vid_en_av_sessionerna_under_temamotet_i_Helsingfors_2004.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_tv2_østjyll.jpg,dk tv2 østjyll& | dk tv2,
dk tv3,dk tv3,dk_tv3,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/4c/TV3_Latvia_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_tv3.png,dk tv3,
dk tv3 max,dk tv3,dk_tv3,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_tv3.png,,
dk tv3 sport,dk tv3,dk_tv3,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_tv3.png,,
dk tv3+,dk tv3+,dk_tv3,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_tv3.png,,
dk tv3 puls,dk tv3 puls,dk_tv3_puls,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/4/4c/TV3_Latvia_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_tv3_puls.png,dk tv3 puls | dk tv3,
dk see,dk see,dk_see,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/47/Kopenhagen_%28DK%29%2C_Peblinge-See%2C_S%C3%B8pavillonen_--_2017_--_1453.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_see.jpg,dk see,
dk dk4,dk dk4,dk_dk4,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/01/National_road_4_%28E40%29_Tarn%C3%B3w%2C_by_Silar_2010_001.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_dk4.jpg,dk dk4,
dk eurosport,dk eurosport,dk_eurosport,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/f0/OJ_C_202301015_of_2023_-_LV_Latvian.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_eurosport.png,dk eurosport,
dk v film action,dk v film action,dk_v_film_action,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/e/ee/Outline_of_an_action_under_the_Ontario_Judicature_Act%2C_showing_at_a_glance_the_procedure_under_the_act_and_rules_%28microform%29_-_an_adaption_of_Mr._Herbert_E._Boyle%27s_%22Pr%C3%A9cis_of_an_action_under_the_%28IA_cihm_10522%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_v_film_action.png,dk v film action,
dk v film premiere,dk v film premiere,dk_v_film_premiere,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/40/Histoire_de_la_v%C3%A9n%C3%A9rable_M%C3%A8re_Marie_de_l%27Incarnation_%28microforme%29_-_premi%C3%A8re_sup%C3%A9rieure_du_Monast%C3%A8re_des_Ursulines_de_Qu%C3%A9bec_%28IA_cihm_09971%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_v_film_premiere.png,dk v film premiere,
dk v film family,dk v film family,dk_v_film_family,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/90/2%C2%BD_dimensional-_film_featuring_architecture_%28programmaboekje%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_v_film_family.png,dk v film family,
dk v film hits,dk v film hits,dk_v_film_hits,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/1d/Two_treatises_of_government-_in_the_former%2C_the_false_principles%2C_and_foundation_of_Sir_Robert_Filmer%2C_and_his_followers_%28IA_twotreatisesofgo00lock_1%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_v_film_hits.png,dk v film hits,
dk v series,dk v series,dk_v_series,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/44/Vodka_in_Murmansk.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_v_series.jpg,dk v series,
dk viasat history,dk viasat history,dk_viasat_history,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/9a/Global_Broadcast_Service_reach_back_via_ultra_high_frequency_demand_assigned_multiple_access_satellite_communications_%28IA_globalbroadcasts00arth%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_viasat_history.png,dk viasat history,
dk viasat nature,dk viasat nature,dk_viasat_nature,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/9/9a/Global_Broadcast_Service_reach_back_via_ultra_high_frequency_demand_assigned_multiple_access_satellite_communications_%28IA_globalbroadcasts00arth%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_viasat_nature.png,dk viasat nature | dk viasat,
dk viasat explorer,dk viasat explorer,dk_viasat_explorer,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/9a/Global_Broadcast_Service_reach_back_via_ultra_high_frequency_demand_assigned_multiple_access_satellite_communications_%28IA_globalbroadcasts00arth%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\dk_viasat_explorer.png,dk viasat explorer,
fi yle tv1,fi yle tv1,fi_yle_tv1,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/6/6e/Yle_TV1_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fi_yle_tv1.svg,fi yle tv1,
fi yle tv2,fi yle tv2,fi_yle_tv2,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/09/YLE_TV2_Logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fi_yle_tv2.svg,fi yle tv2,
fi yle teema & fem,fi yle teema & fem,fi_yle_teema_fem,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/04/Yle_Teema_%26_Fem.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fi_yle_teema_fem.svg,fi yle teema & fem,
fi jim,fi jim,fi_jim,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/6/69/Burning_Jim_Stone_%E2%80%93_SoFiE_Festival_2015_03.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fi_jim.jpg,fi jim,
fi liv,fi liv,fi_liv,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/e/e1/Liv_e_Maddie_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fi_liv.png,fi liv,
fi hero,fi hero,fi_hero,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/74/Heroes_%28NBC_television_series%29_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fi_hero.svg,fi hero,
fi nelonen,fi nelonen,fi_nelonen,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/43/Nelonen-Logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fi_nelonen.svg,fi nelonen,
fi tv5,fi tv5,fi_tv5,True,master_reuse:itv,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fi_tv5.svg,itv,
fi tv6,fi tv6,fi_tv6,True,master_reuse:itv,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fi_tv6.svg,itv,
fi tv7,fi tv7,fi_tv7,True,master_reuse:itv,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fi_tv7.svg,itv,
fi frii,fi frii,fi_frii,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/b/bb/OJ_C_202504857_of_2025_-_FI_Finnish.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fi_frii.png,fi frii,
fi mtv3,fi mtv3,fi_mtv3,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/46/Mtv3_new_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fi_mtv3.svg,fi mtv3,
fi mtv sub,fi mtv sub,fi_mtv_sub,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/2/25/MTV_Sub_Logo_2022.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fi_mtv_sub.svg,fi mtv sub,
fi mtv ava,fi mtv ava,fi_mtv_ava,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c2/Ava_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fi_mtv_ava.svg,fi mtv ava,
fi mtv viihde,fi mtv viihde,fi_mtv_viihde,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/5/51/OJ_C_202500646_of_2025_-_FI_Finnish.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fi_mtv_viihde.png,fi mtv viihde,
fi mtv aitio,fi mtv aitio,fi_mtv_aitio,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/10/Grigore_Alexandrescu_-_Poezii_%C8%99i_fabule.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fi_mtv_aitio.png,fi mtv aitio,
fi mtv max,fi mtv,fi_mtv,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/18/MTV_Oy_Logo_2022.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fi_mtv.svg,fi mtv,
fi mtv urheilu,fi mtv urheilu,fi_mtv_urheilu,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/7a/C_More_Hockey_Logo_2022.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fi_mtv_urheilu.svg,fi mtv urheilu,
fi mtv liiga,fi mtv liiga,fi_mtv_liiga,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/2/21/OJ_C_160_of_2020_-_RO_Romanian.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fi_mtv_liiga.png,fi mtv liiga,
fi mtv juniori,fi mtv juniori,fi_mtv_juniori,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/91/C_More_Juniori_Logo_2021.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fi_mtv_juniori.svg,fi mtv juniori,
fi v sport suomi,fi v suomi,fi_v_suomi,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/b/b7/A_Finnish_Maxim_M-32_machine_gun_nest_during_the_Winter_War.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fi_v_suomi.jpg,fi v suomi,
fi v sport + suomi,fi v + suomi,fi_v_suomi,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fi_v_suomi.jpg,,
fi v sport vinter,fi v vinter,fi_v_vinter,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/76/Winter_Olympic_Games_Medal_Nations1.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fi_v_vinter.svg,fi v vinter,
fi v sport golf,fi v golf,fi_v_golf,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/93/Stormy_sunset_over_Waimakariri_River_basin%2C_New_Zealand.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fi_v_golf.jpg,fi v golf,
se ditv,se ditv,se_ditv,True,master_reuse:itv,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_ditv.svg,itv,
se axess tv,se axess,se_axess,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/8/8c/OJ_L_245_of_2016_-_EN_English.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_axess.png,se axess,
se curiosity stream,se curiosity stream,se_curiosity_stream,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/9f/Forest_and_stream_%28IA_ForeststreamXXXVB%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_curiosity_stream.png,se curiosity stream,
se horse & country tv,se horse & country,se_horse_country,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/1a/Merfeld%2C_Wildpferdefang_--_2014_--_0639.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_horse_country.jpg,se horse & country,
